timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;timestamp
"2024-10-15T00:00:00.000Z";"2024-10-15T23:59:59.999Z";"2024-10-15T02:22:00.000Z";"2024-10-15T20:37:00.000Z";"2781";8.1255984516;8.2799308827;7.693238239;7.8409658204;250110334.57;4706890567.6;"2024-10-15T23:59:59.999Z"
"2024-10-14T00:00:00.000Z";"2024-10-14T23:59:59.999Z";"2024-10-14T16:40:00.000Z";"2024-10-14T02:07:00.000Z";"2781";7.6823466579;8.2825352386;7.6094297631;8.1255851182;239677228.46;4877754039.97;"2024-10-14T23:59:59.999Z"
"2024-10-13T00:00:00.000Z";"2024-10-13T23:59:59.999Z";"2024-10-13T00:00:00.000Z";"2024-10-13T16:29:00.000Z";"2781";8.1353014213;8.1353220959;7.5757401459;7.6824124474;250820007.18;4611672318.1;"2024-10-13T23:59:59.999Z"
"2024-10-12T00:00:00.000Z";"2024-10-12T23:59:59.999Z";"2024-10-12T22:07:00.000Z";"2024-10-12T05:47:00.000Z";"2781";7.8781941079;8.2912786062;7.7627718872;8.1353014213;233613617.08;4883578681.7;"2024-10-12T23:59:59.999Z"
"2024-10-11T00:00:00.000Z";"2024-10-11T23:59:59.999Z";"2024-10-11T11:25:00.000Z";"2024-10-11T20:25:00.000Z";"2781";8.114426168;8.1969618822;7.8524948638;7.8781941079;291954824.38;4729238512.89;"2024-10-11T23:59:59.999Z"
"2024-10-10T00:00:00.000Z";"2024-10-10T23:59:59.999Z";"2024-10-10T17:46:00.000Z";"2024-10-10T00:32:00.000Z";"2781";7.2872506826;8.4373246025;7.2269667102;8.114426168;713646358.39;4871047376.9;"2024-10-10T23:59:59.999Z"
"2024-10-09T00:00:00.000Z";"2024-10-09T23:59:59.999Z";"2024-10-09T15:32:00.000Z";"2024-10-09T07:23:00.000Z";"2781";7.1746310607;7.371545536;7.0775547882;7.2872510804;138573154.33;4374498280.85;"2024-10-09T23:59:59.999Z"
"2024-10-08T00:00:00.000Z";"2024-10-08T23:59:59.999Z";"2024-10-08T04:37:00.000Z";"2024-10-08T15:37:00.000Z";"2781";7.2378937812;7.2925806974;7.0028251025;7.1746310607;117542132.93;4306893313.82;"2024-10-08T23:59:59.999Z"
"2024-10-07T00:00:00.000Z";"2024-10-07T23:59:59.999Z";"2024-10-07T14:44:00.000Z";"2024-10-07T00:13:00.000Z";"2781";7.0777549689;7.4534340107;7.0774712599;7.2378937812;156499679.17;4344869592.38;"2024-10-07T23:59:59.999Z"
"2024-10-06T00:00:00.000Z";"2024-10-06T23:59:59.999Z";"2024-10-06T23:47:00.000Z";"2024-10-06T04:54:00.000Z";"2781";6.8275859713;7.0780791126;6.7834225639;7.0777549689;76625658.35;4248739105.09;"2024-10-06T23:59:59.999Z"
"2024-10-05T00:00:00.000Z";"2024-10-05T23:59:59.999Z";"2024-10-05T18:04:00.000Z";"2024-10-05T03:04:00.000Z";"2781";6.7145474687;6.8906968162;6.6561488888;6.8275859713;77789693.05;4098563970.81;"2024-10-05T23:59:59.999Z"
"2024-10-04T00:00:00.000Z";"2024-10-04T23:59:59.999Z";"2024-10-04T08:29:00.000Z";"2024-10-04T01:03:00.000Z";"2781";6.5577588928;6.8041382894;6.5405590415;6.7143646697;113381875.58;4030707551.87;"2024-10-04T23:59:59.999Z"
"2024-10-03T00:00:00.000Z";"2024-10-03T23:59:59.999Z";"2024-10-03T02:16:00.000Z";"2024-10-03T15:31:00.000Z";"2781";6.6835065546;6.7871093724;6.4044534758;6.5577588928;141528440.61;3936588193.89;"2024-10-03T23:59:59.999Z"
"2024-10-02T00:00:00.000Z";"2024-10-02T23:59:59.999Z";"2024-10-02T08:52:00.000Z";"2024-10-02T20:28:00.000Z";"2781";6.8878318881;7.2809244638;6.6310109266;6.6835065546;179956320.32;4012073854.31;"2024-10-02T23:59:59.999Z"
"2024-10-01T00:00:00.000Z";"2024-10-01T23:59:59.999Z";"2024-10-01T08:38:00.000Z";"2024-10-01T17:24:00.000Z";"2781";7.3974956353;7.8506199192;6.8405969791;6.8878318881;226851904.05;4134729278;"2024-10-01T23:59:59.999Z"
"2024-09-30T00:00:00.000Z";"2024-09-30T23:59:59.999Z";"2024-09-30T15:01:00.000Z";"2024-09-30T03:12:00.000Z";"2781";7.4535210348;7.7200478385;7.2941465347;7.3974956353;174790980.89;4440677746.47;"2024-09-30T23:59:59.999Z"
"2024-09-29T00:00:00.000Z";"2024-09-29T23:59:59.999Z";"2024-09-29T00:28:00.000Z";"2024-09-29T16:40:00.000Z";"2781";7.6110822456;7.6146314265;7.3782480737;7.4534911841;98988242.93;4474309499.33;"2024-09-29T23:59:59.999Z"
"2024-09-28T00:00:00.000Z";"2024-09-28T23:59:59.999Z";"2024-09-28T03:14:00.000Z";"2024-09-28T09:10:00.000Z";"2781";7.6281091298;7.8470782956;7.4070835787;7.6110822456;127445027.91;4568892666.01;"2024-09-28T23:59:59.999Z"
"2024-09-27T00:00:00.000Z";"2024-09-27T23:59:59.999Z";"2024-09-27T22:47:00.000Z";"2024-09-27T03:20:00.000Z";"2781";7.3555907844;7.7029881254;7.2995173984;7.6281091298;149588397.23;4579113815.07;"2024-09-27T23:59:59.999Z"
"2024-09-26T00:00:00.000Z";"2024-09-26T23:59:59.999Z";"2024-09-26T23:10:00.000Z";"2024-09-26T01:40:00.000Z";"2781";6.7771391278;7.3822054769;6.6859985042;7.3555907844;164996200.46;4415522484.73;"2024-09-26T23:59:59.999Z"
"2024-09-25T00:00:00.000Z";"2024-09-25T23:59:59.999Z";"2024-09-25T04:29:00.000Z";"2024-09-25T23:46:00.000Z";"2781";6.9324010793;7.0221309468;6.7549292789;6.7771391278;121703924.43;4068280995.79;"2024-09-25T23:59:59.999Z"
"2024-09-24T00:00:00.000Z";"2024-09-24T23:59:59.999Z";"2024-09-24T09:05:00.000Z";"2024-09-24T01:37:00.000Z";"2781";6.8316229881;7.0273788193;6.7605224511;6.9324174728;119872964.05;4160907329.2;"2024-09-24T23:59:59.999Z"
"2024-09-23T00:00:00.000Z";"2024-09-23T23:59:59.999Z";"2024-09-23T03:46:00.000Z";"2024-09-23T00:19:00.000Z";"2781";6.6357569027;6.9241528514;6.5640292769;6.8316229881;111118290.31;4100409456.48;"2024-09-23T23:59:59.999Z"
"2024-09-22T00:00:00.000Z";"2024-09-22T23:59:59.999Z";"2024-09-22T00:04:00.000Z";"2024-09-22T22:09:00.000Z";"2781";6.9057819521;6.9157894462;6.4932599094;6.6357569027;85619982.68;3982848644.03;"2024-09-22T23:59:59.999Z"
"2024-09-21T00:00:00.000Z";"2024-09-21T23:59:59.999Z";"2024-09-21T23:54:00.000Z";"2024-09-21T04:39:00.000Z";"2781";6.8159873733;6.9140522225;6.6923049938;6.9057819521;72442462.7;4144920419.36;"2024-09-21T23:59:59.999Z"
"2024-09-20T00:00:00.000Z";"2024-09-20T23:59:59.999Z";"2024-09-20T07:56:00.000Z";"2024-09-20T02:28:00.000Z";"2781";6.8016509317;6.9634874066;6.6919600499;6.8158250623;115702864.3;4090927381.06;"2024-09-20T23:59:59.999Z"
"2024-09-19T00:00:00.000Z";"2024-09-19T23:59:59.999Z";"2024-09-19T04:58:00.000Z";"2024-09-19T15:58:00.000Z";"2781";6.7481612696;6.9000498376;6.7336293968;6.8016509317;148936052.13;4082419923.97;"2024-09-19T23:59:59.999Z"
"2024-09-18T00:00:00.000Z";"2024-09-18T23:59:59.999Z";"2024-09-18T00:01:00.000Z";"2024-09-18T16:07:00.000Z";"2781";6.7836048166;6.7868165617;6.4138782125;6.7480699212;115181187.07;4050260057.67;"2024-09-18T23:59:59.999Z"
"2024-09-17T00:00:00.000Z";"2024-09-17T23:59:59.999Z";"2024-09-17T16:16:00.000Z";"2024-09-17T01:18:00.000Z";"2781";6.4128816816;7.1216477202;6.3459302647;6.7835085189;142054946.29;4071588462.57;"2024-09-17T23:59:59.999Z"
"2024-09-16T00:00:00.000Z";"2024-09-16T23:59:59.999Z";"2024-09-16T08:28:00.000Z";"2024-09-16T17:40:00.000Z";"2781";6.5366137963;6.555960987;6.3179346872;6.4128816816;75260640.23;3849076674.22;"2024-09-16T23:59:59.999Z"
"2024-09-15T00:00:00.000Z";"2024-09-15T23:59:59.999Z";"2024-09-15T15:09:00.000Z";"2024-09-15T23:13:00.000Z";"2781";6.6710367443;6.8389130228;6.49450558;6.5366137963;66270737.35;3923341945.28;"2024-09-15T23:59:59.999Z"
"2024-09-14T00:00:00.000Z";"2024-09-14T23:59:59.999Z";"2024-09-14T00:01:00.000Z";"2024-09-14T18:11:00.000Z";"2781";6.9387959773;6.941279391;6.6214411291;6.6710367443;76239701.97;4004023963.03;"2024-09-14T23:59:59.999Z"
"2024-09-13T00:00:00.000Z";"2024-09-13T23:59:59.999Z";"2024-09-13T15:11:00.000Z";"2024-09-13T06:55:00.000Z";"2781";6.7960487103;7.0625780954;6.6910856113;6.9387959773;113103693.21;4164735772.35;"2024-09-13T23:59:59.999Z"
"2024-09-12T00:00:00.000Z";"2024-09-12T23:59:59.999Z";"2024-09-12T04:19:00.000Z";"2024-09-12T15:52:00.000Z";"2781";6.7633886548;6.9328324226;6.6262061578;6.7960487103;104147535.09;4079057413.82;"2024-09-12T23:59:59.999Z"
